relationship_id,master_affiliate_id,sub_affiliate_id,recruited_at,is_active,created_at
6ac44947-ee1b-40ac-8f5e-46315ae41287,P00003,P15812,2025-12-04T04:12:17.638535,True,2026-02-07T04:12:17.638542
5c87f152-b9c6-4978-8cd7-4b50a43e7bc9,P00003,P15110,2025-09-12T04:12:17.638553,True,2026-02-07T04:12:17.638561
fa97ebf4-e226-4b35-8013-30b2688f090b,P00003,P11470,2025-06-09T04:12:17.638572,True,2026-02-07T04:12:17.638579
242affe6-e9ab-4483-bbed-6d6b4652579b,P00003,P11793,2025-11-05T04:12:17.638591,True,2026-02-07T04:12:17.638598
3f97aae9-ab6a-42de-9eac-8ee947ba8e88,P00003,P15439,2025-04-07T04:12:17.638610,True,2026-02-07T04:12:17.638617
56817094-bd04-4130-939f-1363ce5e6624,P00003,P18870,2025-04-21T04:12:17.638628,True,2026-02-07T04:12:17.638635
05ccb6d9-3ce1-4898-a5b1-6ad2c69c47c1,P00003,P11183,2025-10-23T04:12:17.638647,True,2026-02-07T04:12:17.638654
4f950672-6697-4132-b304-7aa27164b649,P00003,P11770,2025-12-03T04:12:17.638666,True,2026-02-07T04:12:17.638673
4f8a62c9-7b05-4f3e-a573-3ee76ca18d2f,P00003,P14245,2025-03-14T04:12:17.638684,True,2026-02-07T04:12:17.638691
591a5bdd-ad1f-4fb9-a8fc-4d1effb4c8e4,P00003,P10568,2025-06-24T04:12:17.638703,True,2026-02-07T04:12:17.638710
d89dedf5-655a-41d8-be74-a210353559b1,P00003,P12953,2025-06-19T04:12:17.638721,True,2026-02-07T04:12:17.638728
f58c4978-a255-42fa-848a-9d818c7286df,P00003,P12786,2025-11-24T04:12:17.638739,True,2026-02-07T04:12:17.638747
89a16ce4-73bf-49c7-9c3c-ffecd4691ca8,P00003,P13618,2025-04-15T04:12:17.638758,True,2026-02-07T04:12:17.638765
a731d10a-9f86-427c-b0ed-8e7a6ade63ee,P00003,P14699,2025-04-17T04:12:17.638776,True,2026-02-07T04:12:17.638783
7043b858-4270-4d4a-ba28-bc2aaad68f62,P00003,P18959,2025-02-15T04:12:17.638795,True,2026-02-07T04:12:17.638802
74522f2c-4578-4c1e-96fd-3ea424f4d9ac,P10006,P10367,2025-08-07T04:12:17.640627,True,2026-02-07T04:12:17.640657
fe34446e-18c5-4f42-9d3c-fc85e4a3967d,P10006,P12571,2025-05-09T04:12:17.640676,True,2026-02-07T04:12:17.640688
1bfc7d4b-d127-48e8-9740-bb9bb5accca4,P10006,P13395,2025-04-16T04:12:17.640703,True,2026-02-07T04:12:17.640713
84cf53f2-fdea-40bb-a3ca-7340733d1cbc,P10006,P11980,2025-11-13T04:12:17.640727,True,2026-02-07T04:12:17.640736
b5777874-20c7-4f49-8052-e7eb8cdc9af5,P10006,P18466,2025-02-16T04:12:17.640752,True,2026-02-07T04:12:17.640761
448e41f1-afe1-41aa-99d7-d0dfdc6024a9,P10006,P15987,2025-10-25T04:12:17.640774,True,2026-02-07T04:12:17.640782
e65141d9-2dc6-4173-b9d3-891a41657764,P10006,P10209,2025-09-08T04:12:17.640796,True,2026-02-07T04:12:17.640803
9dc8681e-83eb-4370-84ec-4a82ea1c3cc8,P10006,P19020,2025-03-09T04:12:17.640816,True,2026-02-07T04:12:17.640823
a48db6e8-c740-4bef-8c7b-02f1e4590357,P10006,P11675,2025-10-28T04:12:17.640836,True,2026-02-07T04:12:17.640843
71bf77d4-eecb-4425-8f86-4cce89651e31,P10006,P17211,2025-04-12T04:12:17.640856,True,2026-02-07T04:12:17.640863
e39a5435-db51-4d93-8af9-12397e3e3279,P10006,P13375,2025-10-11T04:12:17.640875,True,2026-02-07T04:12:17.640883
0454db54-51c1-4b6b-b382-6df501466ab1,P10006,P11946,2025-07-10T04:12:17.640895,True,2026-02-07T04:12:17.640903
5dc7d116-4f8d-4b58-8b90-0c5dd28164c4,P10006,P18375,2025-07-15T04:12:17.640915,True,2026-02-07T04:12:17.640922
ebe60774-b8d6-4fef-a71b-900c32680c31,P10006,P10615,2025-12-20T04:12:17.640937,True,2026-02-07T04:12:17.640945
81cd3f48-7af8-4c6b-a9d3-0b7044ed04e6,P10006,P12156,2025-10-01T04:12:17.640957,True,2026-02-07T04:12:17.640964
13e1d8a0-bc50-4caa-ae69-e43f4e1e282f,P10006,P16302,2025-05-23T04:12:17.640976,True,2026-02-07T04:12:17.640984
622c5712-e202-4086-9b73-d9756f283eba,P10006,P11801,2025-02-25T04:12:17.640996,True,2026-02-07T04:12:17.641003
f541df92-2970-45f6-8291-c4a2c92f3050,P10050,P10046,2025-12-04T04:12:17.642439,True,2026-02-07T04:12:17.642466
8ceccbef-8caf-4dbc-aa8b-2bb46703d0a8,P10050,P15866,2025-12-04T04:12:17.642484,True,2026-02-07T04:12:17.642495
58d349f5-f2d7-47e7-80b4-fd72fb5323b4,P10050,P16339,2025-07-16T04:12:17.642509,True,2026-02-07T04:12:17.642518
08416c97-77c5-4a33-8eac-bab1a40ce4f1,P10050,P13530,2025-03-20T04:12:17.642531,True,2026-02-07T04:12:17.642540
79f5ea53-ab18-4784-9122-3eaab9904afe,P10050,P13713,2025-07-24T04:12:17.642553,True,2026-02-07T04:12:17.642561
9e2a0074-c58d-4414-a344-f76f40a00eda,P10050,P12914,2025-06-01T04:12:17.642573,True,2026-02-07T04:12:17.642581
d5181936-d512-46b1-9ce1-14c85782ccd9,P10050,P11180,2025-07-23T04:12:17.642593,True,2026-02-07T04:12:17.642600
9e4e1fbf-0967-4a40-878c-6199d745dc25,P10050,P10310,2025-04-09T04:12:17.642612,True,2026-02-07T04:12:17.642620
5216855b-8882-4f51-bdcf-8ef4e671cfa7,P10050,P12461,2025-03-15T04:12:17.642631,True,2026-02-07T04:12:17.642639
62e03478-8f36-445b-8344-c71aa4d49786,P10050,P19365,2025-08-19T04:12:17.642650,True,2026-02-07T04:12:17.642658
9fdc61d7-41e3-4054-9901-19d68fedc1d2,P10050,P19423,2025-08-01T04:12:17.642670,True,2026-02-07T04:12:17.642677
5bd14645-3065-4d80-9dff-17178b1b0f32,P10050,P11826,2025-02-23T04:12:17.642690,True,2026-02-07T04:12:17.642697
8cbc6e0a-5ff1-4fc1-882c-23bf7b1ce77a,P10050,P12964,2025-03-14T04:12:17.642709,True,2026-02-07T04:12:17.642717
193aaeae-3291-402b-9fe8-9c6b07e717ac,P10050,P10657,2025-06-19T04:12:17.642729,True,2026-02-07T04:12:17.642737
a9df7ffc-a7d9-41cf-b991-34cdbbbf08c0,P10050,P18541,2025-09-07T04:12:17.642748,True,2026-02-07T04:12:17.642755
9b5bf6d6-f0f2-47a0-b544-f022b257b728,P10050,P19210,2025-11-14T04:12:17.642767,True,2026-02-07T04:12:17.642774
a531b8d5-46cc-454b-ba3e-6d90a72c6101,P10050,P12060,2025-10-27T04:12:17.642786,True,2026-02-07T04:12:17.642793
3c81e74c-8e8f-4c7f-90fe-f2f9b05d8e51,P10050,P10167,2025-03-28T04:12:17.642805,True,2026-02-07T04:12:17.642813
65f3e486-69f7-42db-87d8-e7e14e08eaa8,P10050,P10257,2025-10-01T04:12:17.642825,True,2026-02-07T04:12:17.642832
4dc78b82-0f56-4821-a8f9-7902fb69d29f,P10050,P18857,2025-04-22T04:12:17.642844,True,2026-02-07T04:12:17.642851
b0e911df-0492-464f-b9a6-2025a935364d,P10050,P10447,2025-07-03T04:12:17.642862,True,2026-02-07T04:12:17.642870
31f2b1b6-be3a-48f1-96ac-39ad6a90a0e5,P10050,P17681,2025-07-29T04:12:17.642881,True,2026-02-07T04:12:17.642888
9be0700a-b8c5-4697-9783-e25b297fe5c0,P10050,P11600,2025-12-01T04:12:17.642899,True,2026-02-07T04:12:17.642906
ba8f611c-a2bc-4c20-8a1c-97d7bbc6f9f1,P10050,P10340,2025-12-27T04:12:17.642917,True,2026-02-07T04:12:17.642925
1f1a624d-18ca-4ce1-89b0-6cba942b35e6,P10050,P16706,2025-02-21T04:12:17.642936,True,2026-02-07T04:12:17.642943
394426e5-6ed9-4b9a-be2b-15fc2af18bc7,P10050,P17118,2025-03-27T04:12:17.642954,True,2026-02-07T04:12:17.642961
1ec0ddbd-ec98-44bc-845f-a4743e0196a0,P10050,P15275,2025-03-04T04:12:17.642973,True,2026-02-07T04:12:17.642980
bfac53da-4cf8-49a8-a655-9cfbc12575c4,P10050,P12568,2025-05-23T04:12:17.642991,True,2026-02-07T04:12:17.642998
e1c9bd08-ca37-40ad-8356-0d2b6f04102b,P10050,P18945,2025-08-14T04:12:17.643009,True,2026-02-07T04:12:17.643017
85020c66-3b5d-41c7-9361-a4c65df0f1f0,P10050,P13548,2025-04-23T04:12:17.643028,True,2026-02-07T04:12:17.643035
74aa0975-b1f9-48ea-aa11-8107b9c43626,P10050,P16717,2025-05-11T04:12:17.643051,True,2026-02-07T04:12:17.643058
71038119-bbce-48f7-815e-89b38ebd7cdd,P10050,P19257,2025-09-18T04:12:17.643075,True,2026-02-07T04:12:17.643083
02229f49-029a-4d08-ab6c-40501c66e9c4,P10050,P17363,2025-11-23T04:12:17.643094,True,2026-02-07T04:12:17.643101
7f2bac51-1957-4e37-91d3-b9880766e88c,P10050,P16824,2025-05-23T04:12:17.643113,True,2026-02-07T04:12:17.643120
85e817a3-1482-4b44-805f-7e9210dd5551,P10050,P11090,2025-12-02T04:12:17.643131,True,2026-02-07T04:12:17.643138
a75fbf4e-97a2-4836-9529-bbd3b46f4948,P10050,P17820,2026-01-01T04:12:17.643149,True,2026-02-07T04:12:17.643156
fad0fdff-0e9c-4440-8ebc-5ad19cb18675,P10050,P17044,2025-06-05T04:12:17.643167,True,2026-02-07T04:12:17.643174
a735eb45-9afb-4a99-b573-0672c48bf2ba,P10062,P18563,2025-05-17T04:12:17.644438,True,2026-02-07T04:12:17.644457
bada6458-3c9d-42db-97b3-306f93e37e58,P10062,P14051,2025-12-25T04:12:17.644472,True,2026-02-07T04:12:17.644480
f3ed8c6b-c6cb-447e-9bea-dd0e53f1c221,P10062,P11641,2025-10-30T04:12:17.644493,True,2026-02-07T04:12:17.644501
c00594a2-e425-4f11-bc19-2d03b94a4b6f,P10062,P13396,2025-09-27T04:12:17.644513,True,2026-02-07T04:12:17.644520
3223885b-4729-45aa-8f99-880ac6483fe3,P10062,P11776,2025-12-09T04:12:17.644532,True,2026-02-07T04:12:17.644540
159d837b-a27d-4d11-b062-abab415c61bf,P10062,P17169,2025-11-08T04:12:17.644552,True,2026-02-07T04:12:17.644559
efa3bf21-0eec-45d8-bfca-dd133fca4b5f,P10062,P12781,2025-08-02T04:12:17.644571,True,2026-02-07T04:12:17.644578
c6d6652b-6819-472f-b8a4-92e7a5fac2d0,P10062,P12246,2025-03-08T04:12:17.644590,True,2026-02-07T04:12:17.644597
84546e63-008d-4e40-af85-85160f46aadd,P10062,P16233,2025-02-13T04:12:17.644608,True,2026-02-07T04:12:17.644615
425e97cc-c847-48ad-a383-92e483d11d6e,P10062,P13851,2025-06-17T04:12:17.644628,True,2026-02-07T04:12:17.644636
a3840293-a2e7-454b-a6b4-393c099bd2c5,P10062,P16379,2025-02-28T04:12:17.644648,True,2026-02-07T04:12:17.644655
e64ac0e4-04d4-4819-b780-d149fac5f806,P10062,P13955,2025-11-02T04:12:17.644667,True,2026-02-07T04:12:17.644674
38ccb055-b4a6-476f-83ce-922d8ae52bd5,P10062,P18981,2025-03-13T04:12:17.644686,True,2026-02-07T04:12:17.644693
eef940e0-bd2e-4d79-9938-cc363d43ca84,P10062,P14573,2025-02-24T04:12:17.644705,True,2026-02-07T04:12:17.644713
877b7c82-59ba-406f-a6dc-8d78755030e4,P10062,P14901,2025-07-22T04:12:17.644725,True,2026-02-07T04:12:17.644732
a7ba1e29-43dc-4006-bfe3-d943bc2766ab,P10062,P13478,2025-07-01T04:12:17.644745,True,2026-02-07T04:12:17.644752
6aaec6f0-b08e-47b1-afd6-c9a387b519e5,P10062,P17207,2025-11-01T04:12:17.644764,True,2026-02-07T04:12:17.644771
8643ef7f-faa9-48af-89c8-100a376fd514,P10062,P19915,2025-10-27T04:12:17.644782,True,2026-02-07T04:12:17.644789
21163237-31ad-445b-a24b-e3c8f6a18249,P10062,P17289,2025-07-28T04:12:17.644800,True,2026-02-07T04:12:17.644807
a1743e71-bdaa-4bd5-9ea0-265ecd1129a7,P10062,P16629,2025-06-28T04:12:17.644819,True,2026-02-07T04:12:17.644826
0ed63da4-0390-489c-93f1-67d3a39e887d,P10062,P18086,2025-07-25T04:12:17.644844,True,2026-02-07T04:12:17.644852
e20b3653-38dd-4746-9813-a4e498953fec,P10062,P11875,2025-03-30T04:12:17.644863,True,2026-02-07T04:12:17.644870
b8ccc90a-1542-4def-82b9-27b1d4ba25bc,P10062,P12441,2025-08-13T04:12:17.644881,True,2026-02-07T04:12:17.644888
0b16db61-cc71-4502-b6d6-1af3ad84f086,P10062,P18227,2025-05-02T04:12:17.644900,True,2026-02-07T04:12:17.644907
a0081e80-4a75-4a0f-b30b-7a94d4656f7d,P10062,P19653,2025-03-07T04:12:17.644918,True,2026-02-07T04:12:17.644925
3166a9a7-e7ae-4305-bff0-a0e7d6e7fb6a,P10062,P16425,2025-08-27T04:12:17.644937,True,2026-02-07T04:12:17.644944
90ef26da-324a-44e3-ac2f-2a579df04e14,P10062,P18283,2025-12-23T04:12:17.644956,True,2026-02-07T04:12:17.644962
e4e028a8-1a75-4070-b740-6c3320591744,P10062,P16523,2025-10-14T04:12:17.644973,True,2026-02-07T04:12:17.644980
27454c84-41f6-4bcf-8d94-1fa0ad34551b,P10062,P19238,2025-10-08T04:12:17.644992,True,2026-02-07T04:12:17.644999
8d9959b6-e5c0-4c4f-a646-59a0af9d19d0,P10062,P18257,2025-02-11T04:12:17.645010,True,2026-02-07T04:12:17.645017
343defc9-1749-4224-8dfe-545dddcaf5c7,P10062,P15018,2025-11-02T04:12:17.645028,True,2026-02-07T04:12:17.645035
d767049c-1ff8-4910-bce7-36d571342c20,P10062,P11241,2025-06-07T04:12:17.645046,True,2026-02-07T04:12:17.645053
338d1241-308a-4d6b-b7aa-20d2c195d86c,P10063,P16661,2025-11-03T04:12:17.646384,True,2026-02-07T04:12:17.646406
732fd45e-4acc-42de-ac97-d809a86d1256,P10063,P15375,2025-08-21T04:12:17.646423,True,2026-02-07T04:12:17.646432
803cdbdd-624c-40f5-967c-27e153b0ca00,P10063,P15129,2025-06-05T04:12:17.646446,True,2026-02-07T04:12:17.646455
bed82e68-891e-4a2b-a1da-08320b61998c,P10063,P15956,2025-07-01T04:12:17.646468,True,2026-02-07T04:12:17.646476
fe8f9c23-9a34-4b73-b00f-0b0e07b9bd58,P10063,P16715,2025-04-04T04:12:17.646489,True,2026-02-07T04:12:17.646497
cc827370-cfa4-46a5-90d6-425bf04f5b6a,P10063,P19042,2025-06-16T04:12:17.646509,True,2026-02-07T04:12:17.646517
2283c86a-9d4a-47f8-8bae-70859b51a70a,P10063,P18803,2025-09-27T04:12:17.646528,True,2026-02-07T04:12:17.646536
b6334350-7f5b-49a7-acd1-10f06cc422b8,P10063,P13147,2025-03-24T04:12:17.646547,True,2026-02-07T04:12:17.646555
4d7a10b1-6467-49a7-a520-dd29fa694a68,P10063,P16205,2025-12-13T04:12:17.646567,True,2026-02-07T04:12:17.646574
65813988-589b-4b29-b7ee-fcfedfa904f5,P10063,P14714,2025-05-01T04:12:17.646585,True,2026-02-07T04:12:17.646593
bbefbd47-94d6-4ece-9470-f2027f5d8c23,P10063,P15305,2025-09-21T04:12:17.646604,True,2026-02-07T04:12:17.646612
d72f7685-c590-475d-81f8-e09fe9b139e6,P10063,P12602,2025-02-10T04:12:17.646623,True,2026-02-07T04:12:17.646631
3ddf68e2-d466-483d-bc6b-26d02df11823,P10063,P14827,2025-05-04T04:12:17.646643,True,2026-02-07T04:12:17.646650
20069677-b600-45b7-a24f-d17a9307fbf0,P10063,P19552,2025-08-21T04:12:17.646663,True,2026-02-07T04:12:17.646670
4b601395-1c3d-4aaa-9fe6-70d03de5161b,P10063,P13010,2025-06-09T04:12:17.646681,True,2026-02-07T04:12:17.646688
eb2ff664-8a8a-48e3-ace0-f674e2eed3b5,P10063,P12186,2025-04-17T04:12:17.646700,True,2026-02-07T04:12:17.646707
5cb61507-60e0-4ee3-81e7-60d48b9205b7,P10063,P17092,2025-10-24T04:12:17.646718,True,2026-02-07T04:12:17.646725
5c8ff701-d863-4d6a-967e-2d60f6e74fe0,P10063,P18249,2025-03-28T04:12:17.646737,True,2026-02-07T04:12:17.646744
e17590ed-9e92-4796-8672-c831b40dea9a,P10063,P15436,2025-12-05T04:12:17.646755,True,2026-02-07T04:12:17.646763
80c49968-cdd8-4648-9762-e9eead8d1417,P10063,P15775,2025-11-05T04:12:17.646774,True,2026-02-07T04:12:17.646781
aa6dd162-35e4-4456-ac34-7e8b1910016e,P10063,P11849,2025-03-07T04:12:17.646792,True,2026-02-07T04:12:17.646799
ea117bbc-8281-4164-8b6d-91d135fa810b,P10063,P18147,2025-02-11T04:12:17.646814,True,2026-02-07T04:12:17.646822
cbd98f09-c51b-4b69-93fe-378237dc57a6,P10063,P11296,2025-02-28T04:12:17.646834,True,2026-02-07T04:12:17.646841
07915baf-3b61-49c4-ac31-4a38a8d163b4,P10063,P19227,2025-11-30T04:12:17.646853,True,2026-02-07T04:12:17.646860
2ba0a2f2-d57b-4b87-939b-bd23572a30bc,P10063,P17381,2025-12-02T04:12:17.646872,True,2026-02-07T04:12:17.646879
2c3c7a2b-da40-4ff8-a521-d641934ff0d4,P10063,P12837,2025-03-22T04:12:17.646891,True,2026-02-07T04:12:17.646898
e6491248-501a-4151-91ba-d42490332b56,P10063,P12285,2025-06-05T04:12:17.646909,True,2026-02-07T04:12:17.646917
4cab006f-031e-4250-90f3-22efec83719c,P10063,P14102,2025-04-22T04:12:17.646929,True,2026-02-07T04:12:17.646936
396d55c8-1dc5-4380-afb6-cf858334994d,P10063,P14878,2025-12-15T04:12:17.646948,True,2026-02-07T04:12:17.646955
e3e25b1a-977c-4a97-a61b-2a2b58058abc,P10063,P19009,2025-08-13T04:12:17.646966,True,2026-02-07T04:12:17.646974
638421b3-6ca6-454f-9e97-936657a845c2,P10063,P18318,2025-02-08T04:12:17.646985,True,2026-02-07T04:12:17.646992
36f116c1-0191-44f9-a279-702cc112d002,P10063,P16094,2025-12-26T04:12:17.647004,True,2026-02-07T04:12:17.647011
e2936c97-4170-430f-86d0-0e1cb4b20f27,P10063,P16279,2025-08-02T04:12:17.647022,True,2026-02-07T04:12:17.647029
5a2105fa-fe13-4537-91a8-6363ec626a96,P10063,P11486,2025-10-06T04:12:17.647042,True,2026-02-07T04:12:17.647049
2d2e39b5-0550-4248-990b-845bda41b40b,P10063,P16815,2025-02-18T04:12:17.647060,True,2026-02-07T04:12:17.647067
865f94d4-1a6f-425b-a7e9-614915f1b673,P10063,P16538,2025-07-29T04:12:17.647078,True,2026-02-07T04:12:17.647085
b6f90708-e2f9-4e52-9ad5-2a29d8537ef5,P10063,P15920,2025-09-25T04:12:17.647097,True,2026-02-07T04:12:17.647104
da987b3f-1f0e-48d3-a92d-dc254af47087,P10063,P13786,2025-09-29T04:12:17.647115,True,2026-02-07T04:12:17.647122
6481fa3e-4071-45b9-8bc7-1835b99937cb,P10063,P13392,2025-05-06T04:12:17.647133,True,2026-02-07T04:12:17.647140
3b2e1958-5650-47cb-8b48-95a965c56879,P10063,P11944,2025-03-24T04:12:17.647151,True,2026-02-07T04:12:17.647158
ff051d3a-5d53-4fcd-ac45-1897d1ebb2f3,P10063,P11357,2026-01-05T04:12:17.647169,True,2026-02-07T04:12:17.647176
ad0553b4-99a9-4054-bd79-c5dab17088a1,P10063,P15337,2025-12-09T04:12:17.647188,True,2026-02-07T04:12:17.647195
8e0a8550-4570-400e-b135-13943afaf5d5,P10145,P11290,2025-07-08T04:12:17.648388,True,2026-02-07T04:12:17.648404
30f76b13-bc4c-4f10-a364-74865c7d0984,P10145,P18456,2025-08-04T04:12:17.648419,True,2026-02-07T04:12:17.648428
48e29c4c-d5f2-4d55-9b0d-9d2ce8619be1,P10145,P17545,2025-06-10T04:12:17.648441,True,2026-02-07T04:12:17.648449
f706e1ee-dbc2-41d1-bba5-56fab84b3955,P10145,P16213,2025-05-14T04:12:17.648462,True,2026-02-07T04:12:17.648470
b22830b2-b94a-4615-ae61-134aca1a31ca,P10145,P18268,2025-11-08T04:12:17.648482,True,2026-02-07T04:12:17.648489
37e5b6c9-26fe-4d97-b954-a3084e4e6920,P10145,P11885,2025-08-09T04:12:17.648501,True,2026-02-07T04:12:17.648508
b9d7da2d-d858-41c3-aaea-ddf305280ca4,P10145,P15752,2025-06-19T04:12:17.648519,True,2026-02-07T04:12:17.648526
ca47c941-7987-439b-ae4e-62b0b60a51ba,P10145,P19041,2025-07-08T04:12:17.648538,True,2026-02-07T04:12:17.648545
81b25362-2012-4ead-8ff3-1e3e89e2faa5,P10145,P12889,2025-08-25T04:12:17.648556,True,2026-02-07T04:12:17.648563
50f79faa-a419-4508-a14c-4167435f5642,P10145,P14476,2025-12-01T04:12:17.648575,True,2026-02-07T04:12:17.648582
42c0dd48-1a12-4f69-89fa-1c27faad45c8,P10145,P16331,2025-02-13T04:12:17.648593,True,2026-02-07T04:12:17.648600
d52cb27a-a030-4d70-9cdb-517acd7c4c1e,P10145,P15648,2025-07-05T04:12:17.648611,True,2026-02-07T04:12:17.648618
84b0d2c5-d57d-4e1b-afc9-830ae657aa9c,P10145,P13750,2025-09-25T04:12:17.648630,True,2026-02-07T04:12:17.648637
a457415f-35b5-43f4-8547-143c853734ad,P10145,P13110,2025-09-13T04:12:17.648648,True,2026-02-07T04:12:17.648656
9f7daa4f-e515-42ff-aee0-2052eeaee77e,P10145,P12702,2025-02-10T04:12:17.648667,True,2026-02-07T04:12:17.648674
9650ac10-66a7-4524-8911-3f9f86cf9afb,P10145,P14783,2025-03-16T04:12:17.648686,True,2026-02-07T04:12:17.648693
b389c6b5-d5bf-4cb6-b626-b3997cb79d3b,P10145,P13463,2025-10-13T04:12:17.648705,True,2026-02-07T04:12:17.648712
7996b6d7-dcc0-4d36-be84-839848cba9f3,P10145,P10147,2025-06-26T04:12:17.648724,True,2026-02-07T04:12:17.648731
bb312acd-e121-4828-95a6-fc4c76a655b9,P10162,P14405,2025-03-12T04:12:17.649897,True,2026-02-07T04:12:17.649915
3ecf9bc0-97a1-4886-9139-a14e4a25cc50,P10162,P14890,2025-06-11T04:12:17.649931,True,2026-02-07T04:12:17.649940
db43cf63-5bb3-4175-be65-904589f3d2ad,P10162,P12561,2025-08-07T04:12:17.649953,True,2026-02-07T04:12:17.649960
6e7c1dca-19d5-40a3-b65d-3a01062224e3,P10162,P16814,2025-10-24T04:12:17.649973,True,2026-02-07T04:12:17.649980
8856d0af-e769-4ccb-ac7a-c2dc53c3da25,P10162,P18735,2025-08-08T04:12:17.649992,True,2026-02-07T04:12:17.650000
622afccf-2b14-4b93-91e2-4a2fce2f308a,P10162,P19499,2025-07-16T04:12:17.650011,True,2026-02-07T04:12:17.650018
225634ba-ee74-4e82-ac8a-8c4ed40855b5,P10162,P14231,2025-03-12T04:12:17.650033,True,2026-02-07T04:12:17.650041
1b9060b3-45c9-4bdf-8128-5b7b814c2788,P10162,P17259,2025-11-19T04:12:17.650052,True,2026-02-07T04:12:17.650059
bf1f3356-3255-4ca4-ac43-7bf1b1032b00,P10162,P16222,2025-04-17T04:12:17.650070,True,2026-02-07T04:12:17.650078
36ee4642-3a3e-47f8-8d41-53a178a12e5a,P10162,P10431,2025-07-24T04:12:17.650089,True,2026-02-07T04:12:17.650096
b0a40930-297b-4820-8ec7-49a08fc4dba1,P10162,P10308,2025-04-26T04:12:17.650107,True,2026-02-07T04:12:17.650115
4dc929e8-0e88-403c-9d1c-ed07133bc5a7,P10162,P10871,2025-05-05T04:12:17.650126,True,2026-02-07T04:12:17.650133
c9a80a65-ee4e-46d4-b992-01da38c6ed71,P10162,P11316,2025-06-19T04:12:17.650144,True,2026-02-07T04:12:17.650152
843fae3e-767f-42be-a171-529a18aec66f,P10162,P16264,2025-03-23T04:12:17.650163,True,2026-02-07T04:12:17.650170
09b0a896-699d-4b61-9c11-570f1dbb010f,P10162,P17245,2025-05-06T04:12:17.650181,True,2026-02-07T04:12:17.650189
bf8fc44e-f3e4-48d8-a2c2-0475fcea300e,P10162,P16796,2025-11-28T04:12:17.650200,True,2026-02-07T04:12:17.650207
a789dcb0-5e1c-47f6-ac68-7037bef3a749,P10162,P16550,2025-08-29T04:12:17.650218,True,2026-02-07T04:12:17.650225
e8aec36a-8e17-4c39-b762-32b099dfec14,P10162,P16291,2025-06-19T04:12:17.650236,True,2026-02-07T04:12:17.650243
fcb1717f-1946-4ee4-8155-b08f1e0ee50e,P10162,P19981,2025-07-22T04:12:17.650255,True,2026-02-07T04:12:17.650262
03e2e128-1cb8-4aac-9e6c-450ba51cb2df,P10162,P11892,2025-05-25T04:12:17.650273,True,2026-02-07T04:12:17.650280
9f96ed56-aa1e-4971-98c6-1408847b584a,P10162,P14099,2025-06-24T04:12:17.650291,True,2026-02-07T04:12:17.650298
cdca3f50-d0ea-4490-8e64-85e7004cef56,P10162,P15235,2025-03-16T04:12:17.650309,True,2026-02-07T04:12:17.650317
efa97e8d-9d58-446c-bc3a-f312aa28571c,P10162,P17609,2025-04-24T04:12:17.650328,True,2026-02-07T04:12:17.650335
8c3bca2e-1b9b-4de9-97bf-2549af8ec335,P10162,P15050,2025-10-20T04:12:17.650346,True,2026-02-07T04:12:17.650353
32ade4d6-d4cd-496b-b7b4-9dad313a311f,P10162,P14223,2025-11-24T04:12:17.650364,True,2026-02-07T04:12:17.650372
